TV,Radio,Social Media,Influencer
86.0,30.68348155,2.984064744,Nano
95.0,31.0557159,6.758467165,Mega
91.0,36.1004354,4.332061718,Micro
40.0,19.94695027,4.409942415,Nano
85.0,24.74836655,2.607544268,Micro
85.0,25.24181707,5.969538042,Nano
51.0,17.13094247,3.601388974,Macro
53.0,19.89061645,3.079466745,Nano
89.0,32.42627304,5.848850272,Nano
32.0,3.523750421,0.028430966,Macro
31.0,11.16309579,2.308968966,Micro
85.0,32.78584244,3.253216367,Macro
73.0,20.74650679,1.918559126,Macro
21.0,16.05653873,3.539863843,Micro
92.0,30.42745318,7.71672421,Nano
28.0,11.13920205,3.30620113,Micro
73.0,23.66456112,7.655588185,Micro
43.0,17.79694208,3.052953409,Macro
97.0,31.70701011,4.365166691,Nano
69.0,23.88586038,2.516655365,Nano
30.0,6.767266093,2.455374837,Nano
91.0,29.48179455,2.502110175,Nano
36.0,4.215084265,2.654877943,Micro
24.0,9.748085525,0.409903698,Macro
74.0,28.1170026,5.894168882,Micro
35.0,18.81472652,3.041468747,Mega
42.0,12.81137191,2.234517357,Mega
28.0,11.42209084,0.986710374,Mega
69.0,15.62012582,0.969789938,Nano
33.0,11.22418965,5.585571387,Mega
12.0,1.988066733,2.637867593,Mega
66.0,20.43830433,2.097019822,Nano
23.0,12.15512676,2.918798045,Macro
100.0,37.14666656,6.341597116,Nano
14.0,17.13933034,1.23397456,Mega
81.0,27.93114808,4.88405347,Micro
89.0,33.39187931,6.297544404,Mega
17.0,0.103555123,0.469527665,Nano
94.0,28.34632962,2.769185314,Macro
53.0,23.58638711,3.258949178,Mega
63.0,18.31721305,5.106410106,Mega
35.0,14.30888641,1.266797266,Mega
28.0,5.552356016,1.01689872,Micro
97.0,32.3661171,2.549591051,Nano
55.0,15.24125873,3.849375364,Mega
78.0,18.1590474,4.246496176,Mega
59.0,25.19640177,3.404124993,Macro
58.0,13.0236864,2.801238068,Mega
16.0,0.451244404,3.53978674,Mega
10.0,5.040121601,0.704360749,Mega
82.0,33.67469531,8.243045066,Nano
18.0,11.60578187,1.587599101,Micro
60.0,15.52766221,2.055274228,Macro
16.0,1.414510013,1.221977592,Macro
68.0,18.75119331,4.596953264,Micro
38.0,12.76650992,0.102854565,Nano
98.0,33.5556744,5.401715328,Micro
98.0,33.80416617,6.854701422,Macro
52.0,20.59744192,5.687517289,Mega
18.0,0.767382803,0.514440496,Mega
93.0,33.78890644,5.026881705,Macro
44.0,10.55719558,7.345437512,Micro
65.0,17.29582864,3.449765367,Nano
32.0,3.117856352,1.381985223,Macro
27.0,8.356876047,3.829888213,Micro
74.0,19.41782899,4.035883388,Macro
13.0,1.311583983,0.91786893,Micro
38.0,11.25013604,3.18319928,Micro
55.0,20.83503638,3.654609898,Mega
20.0,4.73382989,3.521101635,Macro
60.0,17.59914055,1.792459542,Macro
51.0,18.81480053,3.440682119,Mega
78.0,25.39863272,5.864782672,Mega
48.0,21.5039439,4.735400459,Mega
44.0,13.79194397,4.325957086,Macro
79.0,26.65916629,5.058853639,Mega
78.0,23.73785644,7.551389095,Nano
24.0,9.255560345,3.540823973,Micro
77.0,36.05245844,5.137853745,Mega
46.0,17.78260917,3.773452773,Macro
31.0,17.35504181,2.289854925,Nano
83.0,29.62779345,4.967052169,Micro
25.0,5.739965646,0.235851848,Macro
70.0,21.05815129,5.146705872,Macro
66.0,15.63237993,5.234691726,Nano
39.0,13.19598147,0.423432855,Macro
75.0,28.55660496,4.744486496,Micro
77.0,27.59973089,5.084562862,Mega
66.0,26.54429241,3.947790349,Macro
97.0,31.59758582,6.09616703,Macro
95.0,28.46452027,3.601174633,Mega
50.0,15.52955419,0.660165772,Nano
74.0,24.55606412,3.088863718,Mega
56.0,25.32563097,2.071338689,Macro
43.0,22.33436079,3.378794858,Mega
68.0,29.43517599,3.224934232,Micro
54.0,23.65763584,3.84699715,Mega
79.0,26.74288882,4.026507794,Nano
44.0,16.48492471,1.282186653,Micro
55.0,24.07212451,5.369232218,Macro
82.0,31.60769079,3.952448108,Mega
77.0,21.26509998,5.22210992,Micro
25.0,1.833772485,1.466704533,Macro
80.0,31.5992473,5.409547295,Mega
48.0,18.08395137,3.041877866,Micro
15.0,12.09400595,1.192826643,Mega
48.0,15.83879227,4.468691942,Micro
31.0,9.926309363,2.270709178,Macro
66.0,12.05703979,3.722753612,Macro
36.0,13.80111588,1.731192518,Nano
65.0,23.57866143,2.856656795,Mega
72.0,18.15760992,3.376908824,Macro
35.0,7.798023839,1.957661502,Macro
41.0,17.50679395,1.258508241,Micro
52.0,15.21955294,0.74054497,Nano
28.0,8.992457813,3.349611025,Mega
18.0,3.398236382,0.905116643,Macro
68.0,23.5828261,4.234526407,Mega
11.0,1.877361105,1.31866338,Micro
81.0,35.74400862,8.48557931,Mega
12.0,3.188129588,1.048343863,Micro
66.0,18.19837817,6.138034353,Mega
27.0,8.301393097,0.297735659,Mega
78.0,20.62100212,1.426906349,Macro
90.0,29.02101661,6.431995293,Micro
90.0,32.32648182,5.609706527,Mega
67.0,22.27987654,2.004705935,Nano
26.0,17.17752921,2.97097749,Nano
14.0,18.28500948,4.157356826,Micro
73.0,33.44696021,5.205860619,Mega
14.0,2.359354088,1.141379612,Micro
89.0,36.06087241,2.325705692,Nano
19.0,2.386864323,0.60145585,Micro
64.0,10.93089931,3.085375073,Mega
50.0,17.54113274,4.515252989,Nano
67.0,30.71360454,3.644550892,Micro
18.0,10.61128089,2.088636201,Nano
12.0,4.55390149,0.028845079,Macro
33.0,3.92726748,2.376656144,Mega
77.0,28.06346238,5.958229036,Nano
64.0,11.24505485,1.363032749,Micro
99.0,30.30840623,7.342506617,Nano
75.0,26.68858037,7.527451339,Nano
21.0,9.726088372,0.863382785,Nano
45.0,12.22453623,6.078835059,Nano
64.0,12.6264151,1.734419715,Micro
51.0,30.89320729,7.389871572,Micro
28.0,10.96271564,1.364428017,Micro
21.0,2.93712643,1.585800545,Macro
80.0,29.71334143,2.22160046,Micro
68.0,19.89609401,3.691370434,Nano
67.0,20.08171295,0.884518198,Macro
43.0,13.56684889,1.31683429,Nano
50.0,24.05831736,4.741096535,Nano
32.0,7.070616403,2.235482268,Nano
72.0,8.623786376,2.562239937,Micro
29.0,10.37725789,0.061983883,Mega
94.0,37.09705521,7.596290451,Nano
20.0,12.91275537,0.141228007,Micro
47.0,13.85470607,3.72361948,Macro
93.0,34.37118742,6.494090329,Micro
44.0,17.68086233,2.147842325,Nano
20.0,0.898598086,0.364684826,Mega
88.0,25.32678512,5.133571929,Macro
89.0,26.70268754,3.575561714,Micro
20.0,14.68531892,2.331899828,Mega
31.0,7.919849465,0.075237086,Mega
74.0,15.46334754,2.480593239,Nano
50.0,19.57574792,0.47773224,Micro
25.0,13.00455149,5.277124394,Micro
64.0,22.33541786,0.434649663,Mega
67.0,22.28131803,5.024264569,Mega
21.0,2.126632572,1.771582974,Micro
77.0,28.46882717,3.439719406,Macro
25.0,19.23206627,4.730563384,Macro
70.0,25.91833389,4.768469714,Nano
87.0,36.18933987,4.810689752,Micro
85.0,27.89100194,7.145666677,Micro
15.0,7.094611415,3.51582302,Mega
28.0,4.164198677,0.357389068,Nano
47.0,20.93650521,4.774722284,Micro
21.0,2.535155143,0.809429431,Macro
32.0,9.445032076,0.904710414,Nano
68.0,29.3015032,0.673080227,Nano
25.0,21.57160034,0.182594127,Micro
90.0,27.8735925,5.378532398,Micro
20.0,5.529660156,1.538808526,Macro
20.0,7.75687576,2.572286867,Mega
56.0,22.82931149,6.750361981,Micro
14.0,5.599582378,2.536887018,Macro
60.0,31.9179502,1.642863312,Macro
21.0,9.687797959,3.394478002,Nano
55.0,10.70403354,3.313741031,Macro
11.0,1.77342788,1.882742602,Nano
41.0,24.74052081,9.85509108,Macro
100.0,42.83265278,3.965112831,Micro
,9.164463979,1.096681429,Macro
52.0,23.79065914,0.464672096,Micro
15.0,3.518069641,2.293790324,Micro
43.0,15.50500023,2.07810808,Macro
50.0,6.744746854,1.282871587,Macro
12.0,3.556576557,0.360014914,Micro
24.0,7.225799684,1.333769168,Macro
21.0,17.91700078,4.655722638,Micro
54.0,22.28131461,1.493831312,Nano
65.0,22.06340243,3.577571811,Micro
85.0,17.92814765,2.125619697,Mega
94.0,30.87615447,7.201351187,Nano
87.0,31.331044,7.012678356,Macro
61.0,22.69716459,6.146138462,Micro
31.0,20.5097048,1.575745303,Macro
81.0,27.47028369,1.607618125,Micro
68.0,20.71881535,0.144885367,Mega
98.0,30.95609029,8.511028129,Micro
34.0,12.66039824,,Mega
11.0,10.03259879,0.684486506,Nano
99.0,34.92092671,6.825080712,Nano
35.0,14.50214433,3.448791566,Mega
80.0,26.81982599,0.700882001,Mega
67.0,24.34232653,3.136783252,Nano
45.0,22.81931349,4.037226529,Micro
25.0,5.308684631,1.459211679,Nano
18.0,0.544774758,0.584802079,Micro
25.0,1.908465673,1.922723544,Nano
21.0,9.169823519,0.067278862,Nano
34.0,16.68732493,0.377600773,Mega
87.0,24.73827816,3.608007687,Mega
77.0,24.14322754,6.439212757,Micro
13.0,7.54871986,0.881171591,Nano
90.0,32.32893729,6.664554157,Macro
70.0,28.84317427,5.226574958,Macro
13.0,4.418317603,0.015489152,Nano
86.0,28.01877818,4.629252433,Macro
15.0,0.233438486,0.44392485,Micro
78.0,29.99020666,4.661344669,Mega
39.0,4.856123013,0.874163256,Macro
98.0,32.90246875,4.878579353,Nano
36.0,5.402287105,6.949626356,Macro
67.0,10.44756548,2.178328312,Mega
58.0,31.49936776,5.37443682,Micro
90.0,23.85096981,1.784880296,Macro
56.0,14.65286853,2.096605189,Mega
70.0,25.92397364,4.101003394,Macro
83.0,30.64496663,6.844189108,Micro
24.0,11.01989424,0.759861818,Macro
96.0,38.34982728,5.625677284,Nano
39.0,26.08214459,3.414835509,Mega
71.0,14.15400564,2.185417096,Micro
58.0,20.76268193,4.156663595,Mega
90.0,32.75641678,1.581845181,Macro
33.0,12.52223274,0.056339938,Micro
43.0,17.66419141,2.728568336,Micro
43.0,12.51243715,2.496333383,Mega
55.0,14.18862454,4.034137594,Nano
11.0,0.038150719,0.266766715,Macro
56.0,13.21843022,3.196613591,Nano
47.0,8.019407584,0.780992605,Micro
31.0,11.09229645,1.840255605,Macro
75.0,32.98398494,5.622825529,Nano
72.0,26.93997283,2.332437144,Macro
22.0,4.85349411,0.017377461,Micro
59.0,24.11862064,4.750725408,Micro
43.0,15.09638769,5.999431004,Mega
41.0,9.632766329,3.042221761,Macro
65.0,28.94536709,3.995953974,Mega
96.0,25.060946,8.261168242,Micro
22.0,3.119413491,2.819735385,Micro
29.0,4.650729125,2.501837104,Micro
91.0,36.29359238,6.685509421,Macro
25.0,13.96921225,5.209408375,Mega
89.0,27.81948029,5.228492402,Mega
88.0,25.78893457,5.871907356,Mega
35.0,10.33273313,2.29723655,Mega
46.0,15.49815546,0.169996911,Macro
31.0,6.304845298,0.802279711,Micro
29.0,8.852094414,0.041494349,Macro
46.0,6.828532561,4.305234817,Macro
16.0,3.639306804,2.077946459,Nano
30.0,8.321674582,0.139613948,Micro
91.0,31.17432973,5.100238465,Micro
54.0,22.15078407,5.855266971,Macro
97.0,34.03091596,4.107471029,Mega
25.0,10.25499766,1.748859254,Micro
42.0,8.342327563,4.017463021,Nano
22.0,9.616684504,4.067506017,Nano
32.0,13.71375994,0.826277105,Micro
99.0,30.57840248,3.043517305,Nano
41.0,13.95180765,4.477142031,Micro
82.0,28.92043035,3.213066798,Micro
94.0,28.65512418,7.869187058,Nano
86.0,34.12647526,6.036185407,Micro
26.0,11.43091748,1.637087299,Nano
72.0,23.83835402,2.826565354,Nano
58.0,17.39836485,3.796159847,Macro
34.0,10.64010399,0.805867329,Micro
77.0,28.53692221,3.714551546,Mega
63.0,26.40015451,1.373655412,Nano
22.0,13.49482792,3.186230229,Nano
37.0,10.52698932,0.830311194,Macro
55.0,22.93162206,2.01995944,Nano
69.0,22.44665475,6.654602404,Mega
27.0,2.742980844,0.29066076,Mega
59.0,13.95053433,0.174759871,Micro
77.0,30.77545019,3.668133786,Micro
81.0,26.67272207,4.564258578,Nano
25.0,1.717079137,3.631544285,Micro
57.0,16.22435758,2.816390044,Nano
78.0,15.73486797,0.509432226,Macro
33.0,7.841799099,2.114598916,Nano
11.0,1.60638787,1.58496215,Micro
85.0,28.16013453,5.626379201,Micro
83.0,19.35093165,0.759754583,Micro
22.0,11.34566071,0.030706718,Mega
79.0,27.50669513,7.241425458,Macro
80.0,27.73499051,5.223389145,Nano
47.0,10.45375486,0.938999298,Nano
89.0,29.55612297,6.364723126,Macro
76.0,27.59610149,3.303434183,Micro
89.0,22.22106752,4.799168916,Micro
64.0,22.85908473,7.595223422,Micro
57.0,16.68509976,0.667511487,Mega
50.0,14.19652687,0.137827823,Mega
100.0,41.1538091,4.31660016,Macro
65.0,22.56391988,7.395603642,Mega
19.0,4.906580811,3.263641471,Nano
80.0,26.88480845,6.158385471,Nano
62.0,15.96713564,1.18040903,Macro
16.0,0.364453104,0.471870511,Micro
100.0,30.05731411,6.120963746,Micro
96.0,24.60359711,4.14617113,Nano
60.0,20.1149829,3.835213717,Nano
61.0,15.32217522,4.379749933,Macro
68.0,18.70863089,1.950714199,Mega
67.0,18.24098393,0.564129081,Mega
70.0,20.74153565,4.51238522,Mega
32.0,10.99662027,0.740323295,Micro
36.0,0.066122663,0.947359723,Micro
72.0,30.02854198,7.25837797,Micro
54.0,12.49816459,1.463925159,Micro
12.0,8.674406942,2.76024852,Mega
52.0,31.47852666,8.214623871,Mega
55.0,18.58636671,2.324645797,Mega
51.0,12.78804679,3.632374533,Macro
71.0,23.35785141,4.385036868,Macro
15.0,2.797290618,4.83886776,Nano
95.0,28.5315743,5.572196695,Mega
66.0,16.3660306,1.939179561,Macro
49.0,15.61022141,3.431273747,Mega
23.0,6.674391648,0.15301899,Nano
75.0,24.90444884,2.148412803,Nano
92.0,16.70376892,1.888403291,Macro
55.0,10.8373,2.078602242,Micro
15.0,7.631560662,1.459345124,Nano
40.0,12.03495904,1.471282913,Micro
34.0,13.93985815,1.153340571,Mega
17.0,10.44745162,3.356106421,Nano
67.0,15.96230199,4.823873221,Mega
60.0,23.78188165,1.048029693,Nano
69.0,28.45307095,7.099474906,Nano
66.0,22.00610289,4.981503424,Mega
21.0,2.669395217,1.602543732,Nano
82.0,28.98362002,5.778260941,Mega
98.0,25.80264351,4.420553579,Macro
66.0,20.15441348,3.50221048,Micro
25.0,8.441300609,3.061993427,Mega
77.0,29.75675332,3.156460901,Macro
36.0,21.64067045,4.667504418,Mega
30.0,13.41725958,6.440215299,Micro
61.0,24.55433977,4.214668094,Nano
17.0,9.735393504,4.97714354,Mega
14.0,0.021882615,0.301150118,Micro
58.0,21.03563703,2.676063422,Nano
93.0,32.53845535,5.331902545,Macro
56.0,25.65263615,3.484751126,Micro
36.0,16.01664419,2.893217344,Nano
22.0,16.95506909,3.637021955,Micro
50.0,14.95740704,1.952884786,Mega
37.0,14.95661588,3.961661465,Macro
98.0,32.07909439,4.158338824,Mega
63.0,20.70580331,3.522060728,Macro
38.0,12.36743196,2.412970462,Micro
34.0,13.97282035,1.019281898,Mega
36.0,8.840112507,0.962941668,Nano
45.0,17.0231992,1.057001575,Mega
68.0,17.74223933,2.756638743,Mega
86.0,22.51839983,0.449688118,Macro
70.0,23.02194895,8.345155386,Micro
24.0,11.79796872,5.560012566,Macro
98.0,39.52760349,3.778663467,Mega
94.0,26.87287001,2.585689594,Macro
62.0,21.15923997,0.1411057,Micro
79.0,23.62769699,4.313288112,Micro
49.0,21.18136319,4.522900343,Macro
21.0,11.11699915,0.298541858,Nano
45.0,12.22739961,1.306053839,Nano
69.0,23.61530268,5.555739478,Macro
74.0,29.20318144,5.343637998,Mega
63.0,24.11768874,5.295901775,Mega
37.0,14.14716305,7.161305345,Nano
25.0,7.340897283,3.250947615,Micro
15.0,9.047571207,1.340007941,Micro
19.0,9.174730453,1.239992811,Nano
55.0,20.873105,2.839873992,Mega
68.0,20.31684589,2.650210785,Nano
54.0,24.82051231,3.394682094,Micro
40.0,13.50408741,1.5672662,Mega
48.0,21.10276132,1.895651693,Mega
77.0,30.67023291,2.807285171,Nano
51.0,12.40064246,0.276897522,Macro
50.0,16.21666237,4.527337829,Macro
15.0,1.768192165,2.568925254,Macro
65.0,26.9743057,5.266266037,Nano
93.0,36.81227531,3.083608295,Mega
63.0,19.29607338,2.482620404,Nano
79.0,30.0181942,4.184199312,Micro
25.0,1.247191596,1.757639591,Mega
32.0,14.48421832,0.612035667,Micro
78.0,28.71579999,6.852004197,Nano
85.0,19.84397609,1.989410201,Nano
96.0,31.45066121,5.395932867,Mega
37.0,10.25291621,0.86532872,Nano
43.0,11.1208882,0.769497292,Mega
25.0,10.69837915,1.359456063,Mega
32.0,13.45746031,0.91765612,Mega
24.0,9.225854712,3.542555386,Micro
78.0,23.80959139,1.915047092,Nano
40.0,15.5960957,3.286725772,Nano
54.0,14.96723698,0.840083166,Nano
19.0,4.182629353,3.338355193,Mega
24.0,2.353887518,1.093828271,Nano
40.0,7.646082707,2.037287337,Micro
30.0,17.46901907,4.337634178,Nano
92.0,36.50269966,5.544405637,Nano
76.0,31.57443225,5.668187006,Mega
34.0,12.36083061,5.470915563,Mega
95.0,30.89825295,4.79585416,Macro
72.0,20.74214379,4.946222913,Micro
98.0,33.92428664,7.869647949,Nano
76.0,30.7022579,6.693904146,Micro
17.0,10.65327885,1.82859956,Macro
81.0,24.53215154,5.363193035,Nano
75.0,29.62144863,10.26018838,Mega
39.0,5.906967275,3.5879983,Mega
60.0,18.47461371,1.883694635,Mega
42.0,15.83243453,2.941996909,Nano
11.0,3.335733398,1.314762104,Mega
38.0,0.857280644,0.218739353,Nano
92.0,27.07432784,7.76501425,Micro
45.0,13.4913782,0.427454636,Macro
91.0,26.62861541,4.539204096,Macro
91.0,34.15101221,7.847444243,Micro
37.0,2.828972458,4.556701242,Micro
21.0,12.14047899,2.424122986,Mega
39.0,11.06056355,3.690414895,Micro
47.0,15.70133839,0.377178568,Nano
74.0,23.05922246,7.068861538,Mega
88.0,24.62803209,9.751647012,Micro
66.0,23.9153958,3.955480444,Mega
92.0,37.09719741,5.853243068,Micro
44.0,16.91203429,4.034660177,Macro
63.0,22.72019,2.46555663,Macro
50.0,19.1665659,4.879307621,Mega
63.0,19.71906624,5.481915242,Nano
67.0,27.53356057,10.45392075,Macro
94.0,30.37270595,5.94611293,Mega
38.0,7.908774227,0.143314224,Micro
80.0,26.98790612,3.081278114,Macro
91.0,22.27671374,3.290079821,Mega
58.0,16.21319014,1.808076507,Macro
73.0,31.3271272,10.26055357,Nano
39.0,11.37745937,1.56084676,Micro
43.0,17.43919472,2.697972086,Mega
42.0,11.75924833,5.010336123,Mega
77.0,27.90609645,4.144917168,Macro
99.0,35.34863664,3.077833251,Micro
84.0,26.76644607,3.817537409,Mega
32.0,14.80241086,4.810377057,Nano
30.0,6.334378802,0.795481886,Mega
61.0,24.66406819,0.643440065,Micro
46.0,15.79668978,0.59689445,Macro
96.0,34.65952748,2.733309859,Macro
78.0,26.46683247,3.613317648,Macro
42.0,9.080773683,3.203523671,Nano
26.0,2.881749041,1.83033633,Nano
90.0,30.76362901,3.521698276,Nano
52.0,13.43002119,2.656327532,Nano
23.0,17.88277776,0.724534451,Nano
39.0,16.88059995,4.300450043,Mega
26.0,15.39340935,2.025059397,Nano
55.0,10.11533608,2.92221083,Mega
13.0,7.430197108,1.294086175,Micro
45.0,18.80608405,1.052299168,Nano
96.0,36.36399032,4.408971244,Micro
12.0,2.595316198,0.334169058,Mega
91.0,26.28625575,6.917554923,Micro
35.0,18.09583854,2.099576563,Mega
29.0,8.031844855,3.237071791,Mega
13.0,1.067301036,0.825314156,Macro
100.0,45.08292131,4.511628276,Mega
75.0,31.43960904,5.03708252,Micro
27.0,8.827911582,3.775343168,Nano
23.0,3.424421953,1.254887329,Nano
57.0,21.06609239,1.367707729,Mega
74.0,20.22086793,4.540904518,Macro
64.0,22.69323068,0.34962043,Micro
60.0,22.4028944,5.276295758,Nano
43.0,10.36532832,2.844228834,Macro
100.0,35.08319587,6.750893552,Mega
87.0,32.39081231,2.967629819,Nano
38.0,12.93873682,0.763284304,Macro
26.0,3.497184714,1.675119633,Macro
36.0,15.19445096,2.799221115,Mega
34.0,17.36318028,4.198920401,Macro
29.0,5.765039526,6.088674508,Micro
78.0,28.99112621,6.265845002,Micro
40.0,12.1535313,4.060535456,Micro
43.0,9.644227993,1.805611694,Macro
51.0,17.8984319,0.925631096,Micro
11.0,0.216101168,0.753242703,Mega
23.0,12.42231673,0.151505969,Macro
76.0,24.45854148,4.009270923,Nano
99.0,38.26367194,3.918182853,Mega
47.0,19.69648546,3.041314013,Macro
47.0,19.83138083,2.825675852,Micro
53.0,21.22223249,3.97683231,Micro
24.0,8.822604644,0.388314589,Mega
44.0,16.25344066,2.968598136,Mega
35.0,5.392624287,0.020639976,Macro
41.0,14.36171426,2.625772385,Mega
50.0,18.73230444,2.183080952,Mega
34.0,9.529038854,0.046324514,Macro
57.0,21.66626693,11.53462604,Mega
97.0,39.23230636,3.698661076,Nano
23.0,6.115897898,2.00102528,Micro
47.0,7.617127951,2.274600961,Micro
43.0,7.883957008,2.098133635,Nano
79.0,28.96967508,5.72254515,Nano
57.0,25.31524585,3.522263977,Nano
75.0,20.35778359,6.382532621,Mega
47.0,18.2339617,0.827545346,Mega
32.0,10.83204359,5.108585918,Mega
74.0,21.97087596,8.203744409,Macro
26.0,1.995924359,0.167337894,Nano
100.0,31.42083841,2.9241027,Micro
12.0,5.30937103,0.886191819,Micro
85.0,24.15551314,4.220903998,Mega
50.0,14.11823913,0.461927771,Mega
46.0,9.84754116,2.944586242,Micro
59.0,13.0213872,3.264331675,Micro
12.0,8.46670897,4.076583625,Mega
74.0,25.67430718,3.229394656,Micro
30.0,8.421994731,3.279480595,Macro
83.0,33.05370376,9.502273995,Macro
79.0,25.28409682,6.045621605,Nano
70.0,18.75537671,4.499500158,Micro
96.0,25.73667837,4.179366017,Nano
79.0,27.41497388,2.039587033,Mega
89.0,30.57969119,5.915506812,Nano
68.0,30.35777737,4.303529107,Macro
49.0,7.870960618,4.867663371,Micro
16.0,2.2842643,1.365836702,Mega
17.0,5.915589549,3.679589765,Nano
90.0,28.22427787,3.729510231,Macro
59.0,26.56931113,4.516217387,Macro
95.0,39.3614212,6.182300153,Macro
63.0,15.03362328,1.154492729,Nano
20.0,8.17845257,0.768759682,Micro
90.0,32.26545634,5.473180079,Micro
62.0,26.58627729,4.520665601,Micro
61.0,27.24136991,4.250422344,Nano
29.0,14.64521424,3.724788505,Macro
99.0,30.96792254,5.586192961,Nano
89.0,28.3891393,2.447626741,Macro
11.0,6.886104824,3.476852778,Macro
77.0,25.12131765,5.518115349,Nano
23.0,12.05614618,3.597400217,Nano
52.0,13.56066299,2.669573352,Nano
24.0,14.0009677,0.919025298,Nano
10.0,6.171299414,2.248700745,Mega
38.0,12.95360781,3.856301336,Micro
84.0,23.67261088,3.107645702,Micro
68.0,20.85748443,5.305812168,Nano
54.0,9.674174412,1.365669378,Micro
20.0,6.870163575,5.127572518,Nano
55.0,19.95572923,5.245123382,Micro
97.0,30.20004802,6.142585504,Nano
74.0,26.87738758,3.516430061,Micro
53.0,14.34088963,1.005351601,Nano
67.0,23.6283028,4.805357168,Mega
100.0,34.28471357,10.33797765,Micro
59.0,16.84366435,1.582101781,Micro
13.0,4.074671666,2.969846102,Nano
78.0,28.7304925,5.352241057,Macro
90.0,29.94190176,8.348998109,Mega
85.0,31.79693826,2.16250238,Mega
40.0,12.18911788,2.852072048,Mega
21.0,16.69215422,1.982434619,Macro
10.0,7.951313088,5.221649163,Mega
80.0,23.9546322,3.203461356,Micro
16.0,4.597245997,1.669253333,Micro
87.0,28.27700983,7.015215591,Nano
43.0,17.26923733,2.668721882,Micro
84.0,21.84650885,1.464674884,Macro
46.0,18.99508544,0.962846607,Macro
28.0,7.492119318,1.454800109,Nano
88.0,31.2965668,6.268563747,Nano
56.0,22.65913506,0.484667648,Mega
21.0,11.16659227,1.464148126,Macro
92.0,31.49086179,2.679171631,Micro
47.0,20.27755079,0.747904517,Macro
37.0,13.52767982,1.309440016,Micro
21.0,1.551312742,0.198567755,Nano
61.0,23.13228707,6.415854366,Micro
89.0,25.7685786,4.213173006,Nano
37.0,7.258206804,4.58201222,Nano
26.0,12.78850362,3.01349173,Micro
90.0,32.90465972,5.083271911,Nano
34.0,11.37226164,2.175756469,Micro
71.0,17.5346403,1.94087322,Macro
25.0,11.09535068,0.337279593,Micro
63.0,14.02166314,2.265041568,Nano
88.0,34.00584879,5.99737,Mega
73.0,32.16939905,6.718189775,Nano
87.0,27.73488768,3.636000569,Micro
34.0,14.99603995,1.984357576,Micro
18.0,9.088533067,2.109127791,Micro
28.0,21.10789156,3.196668702,Nano
80.0,27.70590537,7.419605849,Nano
87.0,30.68709234,1.275253398,Nano
83.0,32.83596609,5.757350405,Nano
82.0,17.35969287,4.361815987,Nano
67.0,12.84948587,3.413281045,Mega
32.0,0.758066665,2.359200238,Mega
32.0,5.838121345,2.765538827,Nano
80.0,27.72147524,6.86624796,Nano
92.0,31.23012284,7.478934482,Nano
98.0,33.39717323,7.286840033,Mega
71.0,19.47415695,4.433751454,Nano
85.0,32.11478337,6.307491644,Nano
79.0,20.47557359,4.375098213,Nano
14.0,12.22643543,2.751871742,Macro
40.0,12.7084063,5.838251913,Nano
93.0,27.81154194,4.878628858,Macro
17.0,1.61910271,2.938538282,Macro
25.0,9.973957511,0.673025333,Mega
27.0,5.595845332,1.583301743,Macro
,38.1184237,6.676611421,Micro
13.0,0.747718323,1.912693178,Macro
43.0,15.84401592,2.529435016,Micro
65.0,15.6978375,3.011898971,Mega
60.0,17.69173462,3.241365169,Nano
10.0,5.490507416,2.469998038,Nano
14.0,5.736636694,1.232054121,Macro
48.0,10.8228892,1.350736827,Mega
23.0,14.9101453,3.247083339,Mega
97.0,25.47353261,1.533320645,Nano
48.0,10.37404092,2.612899858,Micro
69.0,24.57404491,8.260131069,Macro
73.0,22.36101534,2.23634963,Nano
25.0,7.431420102,1.020490189,Nano
29.0,17.56867227,2.001044064,Micro
96.0,31.77594405,7.021627245,Micro
88.0,38.86435129,2.621418947,Nano
83.0,28.18172312,6.851154679,Nano
82.0,27.64758545,5.611221835,Macro
96.0,33.73717368,8.701501372,Micro
80.0,21.63872186,4.977302203,Nano
31.0,6.751330815,0.436407096,Micro
60.0,19.01558716,5.895165277,Mega
61.0,17.07116687,3.800921079,Nano
63.0,12.93722066,3.647490817,Macro
16.0,10.86123463,2.575875195,Macro
56.0,16.82069081,2.86187438,Micro
47.0,13.39621739,4.181491721,Mega
76.0,21.43025018,3.608351353,Nano
32.0,12.08256585,0.365613326,Macro
59.0,21.73227479,1.164412348,Nano
25.0,10.33219793,1.864729703,Macro
79.0,23.13587607,1.40636985,Nano
74.0,24.71108346,0.793258638,Macro
86.0,33.25005023,10.0637457,Macro
80.0,22.22190231,3.18559577,Micro
95.0,36.36570198,1.944664898,Macro
68.0,29.49996311,3.520463252,Mega
62.0,21.34402806,1.262535921,Mega
63.0,20.91947204,0.450401007,Mega
62.0,27.59890985,3.606600914,Nano
50.0,13.41767007,5.549605841,Macro
82.0,22.56523143,2.541684877,Micro
92.0,28.10042831,6.381561037,Macro
74.0,20.40464594,3.936969494,Macro
15.0,3.61889035,0.424484925,Micro
96.0,34.00593633,4.602944767,Nano
60.0,11.36731934,0.820350637,Micro
54.0,4.341896369,1.135469579,Macro
38.0,16.84811459,3.975007849,Mega
77.0,23.07796216,2.215638886,Macro
31.0,6.900105047,0.7423989,Nano
77.0,34.14759364,6.433184714,Macro
55.0,18.05470687,3.922401368,Nano
